Latitud,Longitud,Tipo Vegetación,Duración días,Tipo impacto
25.112917,-100.6511111,4,1.0,2
19.414144,-104.1778556,1,2.0,1
32.536106,-116.6336056,2,4.0,2
19.23366667,-97.97035,1,1.0,1
19.121139,-104.3081389,13,1.0,1
20.226953,-89.32701389,14,7.0,2
25.278278,-100.9729167,1,2.0,3
19.216111,-98.14669444,1,1.0,1
27.75844722,-107.6387528,1,1.0,1
16.228964,-96.38667778,1,4.0,2
18.858222,-102.9151111,1,2.0,2
19.066472,-99.40263889,1,1.0,2
16.100042,-93.27921667,1,2.0,2
19.33725,-99.45422222,1,1.0,2
32.47845278,-116.1329083,1,1.0,2
16.457083,-93.95688889,1,4.0,2
16.69108611,-94.57978611,14,2.0,2
16.47586111,-93.49349722,1,4.0,3
25.837914,-106.8067139,1,1.0,2
20.082833,-89.08730556,14,2.0,2
19.4825,-101.7926944,1,1.0,2
20.033056,-99.94361111,1,1.0,2
22.0287,-102.2400806,4,2.0,2
23.575,-105.3480556,1,2.0,1
17.04225,-92.88161111,1,1.0,1
19.325367,-99.00448889,4,1.0,1
16.461164,-93.89890278,1,4.0,2
16.38581944,-91.79985833,1,7.0,2
19.476444,-100.12775,1,1.0,2
19.610972,-102.1051389,1,1.0,2
17.406,-96.671,1,2.0,2
19.5695,-99.10978611,4,1.0,2
19.171994,-99.27844167,1,1.0,1
20.038611,-99.87638889,1,1.0,2
19.11511667,-104.2574833,13,1.0,2
18.950278,-90.139,13,7.0,2
19.48663889,-104.1890778,1,7.0,2
18.452981,-103.3900806,13,1.0,2
19.6125,-101.6995278,1,1.0,2
20.123772,-98.711925,4,2.0,3
16.423025,-94.21966111,13,2.0,1
17.615792,-100.1856972,1,4.0,3
18.449361,-89.08263889,13,4.0,1
27.662436,-107.493025,1,7.0,2
16.243194,-93.54802778,1,1.0,1
19.880528,-99.73022222,1,1.0,2
20.692028,-89.71261111,14,4.0,2
21.576,-99.18419444,1,4.0,2
19.726611,-97.34686111,1,2.0,3
26.181917,-107.1164028,1,4.0,2
22.97638889,-104.6522222,1,2.0,1
15.126964,-92.71954444,15,2.0,2
21.24225,-101.26975,1,4.0,2
16.354656,-93.82395833,1,4.0,2
19.8775,-99.90611111,1,1.0,2
15.238897,-92.84761111,6,2.0,2
19.1095,-89.15897222,14,4.0,2
19.757889,-100.6266944,1,1.0,1
31.520069,-116.303875,2,1.0,2
19.588486,-99.53006111,1,1.0,3
17.168694,-98.11961111,1,4.0,2
19.606806,-97.40172222,1,1.0,1
19.824523,-98.430145,1,1.0,2
16.66188333,-91.01457222,13,4.0,2
20.392895,-101.5174889,1,4.0,2
19.50800556,-100.6199972,1,2.0,2
18.69027778,-103.0331444,1,2.0,2
19.898833,-98.42075,1,1.0,2
18.873306,-100.4321667,1,2.0,1
25.996408,-107.0214972,1,1.0,1
18.959344,-99.00040556,13,1.0,1
18.951944,-99.74416667,1,1.0,2
19.092111,-98.84833333,1,1.0,2
19.509164,-97.91573056,1,2.0,2
19.282694,-100.0418056,1,1.0,1
16.129767,-93.38803611,1,2.0,2
18.464111,-102.7092917,1,4.0,2
19.574444,-99.07555556,4,1.0,2
17.42238889,-97.84247222,1,7.0,2
19.128167,-99.11408333,1,1.0,1
26.885983,-100.7506917,4,2.0,1
19.674,-100.7308056,1,2.0,3
20.602802,-101.7125608,1,1.0,1
19.704944,-99.36641667,1,1.0,2
25.338836,-106.0423639,1,2.0,1
19.886944,-100.0364167,1,1.0,2
21.430797,-87.45529167,14,7.0,2
22.538775,-103.238425,13,1.0,1
19.10375,-98.71977778,1,1.0,2
20.707028,-89.71980556,14,4.0,2
16.222022,-94.04577222,12,4.0,2
18.9925,-99.63519444,1,1.0,1
26.50053333,-107.3172194,1,1.0,1
16.015892,-93.17889444,1,4.0,2
24.817028,-100.1075,1,1.0,1
18.81636111,-102.9213333,1,1.0,1
16.860739,-98.85468056,1,7.0,2
25.688689,-100.6554639,4,2.0,2
16.931778,-93.50955556,13,2.0,3
20.042208,-98.42648333,1,1.0,1
19.078556,-100.0495,1,1.0,2
18.999611,-99.60061111,1,1.0,2
20.590306,-89.70352778,14,4.0,2
21.249167,-104.5375,1,4.0,2
26.3424,-107.3607306,1,1.0,2
16.010167,-93.25247222,1,2.0,2
19.797278,-99.58611111,1,1.0,2
16.867889,-99.25488889,13,4.0,2
20.894658,-101.1997111,7,1.0,1
19.793361,-99.80541667,1,1.0,1
20.290278,-104.0433333,1,1.0,1
19.801583,-102.0543056,1,2.0,1
25.111694,-100.3601667,1,2.0,2
19.90075,-100.0458333,1,1.0,2
19.465778,-102.2462389,1,1.0,2
22.348853,-102.5664417,1,7.0,2
22.395186,-99.39868889,1,7.0,2
16.69515,-92.6152,1,2.0,3
20.818217,-103.9237861,1,1.0,1
19.545694,-100.075,1,1.0,1
15.963886,-93.57183889,13,7.0,2
19.984056,-98.43469444,1,1.0,3
21.5386,-100.9300556,4,1.0,2
19.115111,-101.7621389,1,2.0,2
21.552222,-104.7408333,1,1.0,2
18.87,-99.72194444,1,1.0,2
19.845558,-97.78966389,1,2.0,1
19.668389,-100.5864167,1,2.0,2
27.677008,-107.5698306,1,1.0,2
16.925067,-93.46329167,13,4.0,2
17.31638889,-93.61277778,13,4.0,2
14.972833,-92.62236111,9,2.0,2
19.727028,-101.75175,1,1.0,2
15.211242,-92.83686111,15,4.0,2
26.037719,-107.0159778,1,1.0,2
21.843603,-104.1783306,1,1.0,1
19.742967,-101.2598694,1,1.0,1
18.88325,-100.36075,1,2.0,2
15.152917,-92.73958333,1,1.0,2
17.492842,-97.19991389,1,2.0,2
19.501056,-98.74152778,1,1.0,1
19.322611,-100.186,1,2.0,3
19.610689,-99.11201389,1,2.0,2
18.943531,-99.82809167,1,1.0,2
19.742222,-102.1466111,1,1.0,2
19.823889,-102.0486667,1,2.0,2
18.345833,-96.73166667,13,7.0,2
26.513414,-107.84945,1,1.0,2
28.38315,-107.6367944,1,4.0,3
19.091194,-98.85869444,1,1.0,2
21.416111,-87.81731111,14,7.0,2
19.132056,-97.29033333,1,1.0,1
27.89618611,-108.9186944,1,7.0,2
19.085583,-98.70508333,1,1.0,1
18.925889,-98.57369444,1,1.0,1
20.88108889,-99.19282778,1,4.0,2
19.479211,-98.78171111,1,1.0,2
20.299697,-105.1680556,1,7.0,2
26.307083,-107.3443333,1,2.0,2
19.955853,-90.19795278,11,2.0,2
19.688278,-102.1099167,1,1.0,1
19.75802778,-98.82186111,1,1.0,2
19.891111,-102.0381944,1,1.0,2
18.8225,-99.69194444,1,1.0,2
19.045139,-99.50105556,1,1.0,2
19.68661944,-102.0577556,1,1.0,1
15.616103,-93.09697222,14,2.0,2
18.686417,-90.50466667,13,4.0,2
18.348983,-92.35113889,15,4.0,2
19.703972,-102.3574167,1,1.0,1
19.067333,-99.44177778,1,1.0,2
20.682331,-104.9161444,1,1.0,1
16.66,-92.57527778,1,4.0,2
16.923475,-96.36219722,1,2.0,2
19.374667,-98.65725,1,1.0,2
21.850011,-100.1995583,1,7.0,2
15.809481,-92.97212222,1,4.0,2
18.980139,-99.37544444,1,1.0,2
16.319689,-93.84336389,1,2.0,2
25.856203,-100.9623222,5,1.0,2
20.145453,-98.15337194,1,1.0,1
19.709972,-89.45883333,14,7.0,2
20.189722,-103.4077778,13,2.0,1
19.394722,-98.70777778,1,1.0,2
18.925778,-99.94661111,1,1.0,1
16.184528,-93.51727778,1,2.0,2
18.8975,-99.71138889,1,1.0,2
19.001472,-100.0864722,1,1.0,2
31.503803,-116.3694611,2,7.0,2
19.094972,-99.64325,1,1.0,2
21.976111,-102.2284167,4,2.0,2
19.548353,-99.10509444,4,1.0,1
19.949444,-102.2173833,1,4.0,2
18.691642,-87.78338611,13,7.0,2
16.655889,-93.9868,1,2.0,2
26.30775,-107.2186944,1,1.0,1
16.289583,-93.56086111,1,4.0,2
19.373333,-98.68861111,1,1.0,2
16.92952778,-93.49546944,13,4.0,3
19.439222,-104.08275,1,2.0,2
19.147272,-99.00220278,1,1.0,1
19.282444,-99.41725,1,1.0,2
15.022389,-92.6475,9,7.0,2
19.563611,-99.16083333,1,1.0,2
25.092806,-111.7615556,7,1.0,1
16.910847,-98.24680833,1,2.0,1
17.530772,-98.79799722,1,4.0,2
19.73189722,-101.2531389,13,1.0,1
16.95685,-96.05529167,1,4.0,2
19.403389,-98.71075278,1,1.0,2
19.149833,-100.1390278,1,1.0,2
19.372306,-103.9668056,1,2.0,2
18.10826944,-96.77443611,1,4.0,2
19.55601389,-101.0604639,1,1.0,2
19.570417,-101.8176667,1,1.0,2
27.828536,-107.6892556,1,1.0,2
19.120583,-99.25875,1,1.0,1
20.7726,-103.6781778,7,1.0,1
27.803822,-108.5079167,1,4.0,2
16.9876,-98.22361944,1,2.0,2
25.945069,-106.8497194,1,1.0,2
19.996667,-99.97777778,1,1.0,1
22.393964,-104.5716444,1,7.0,2
21.660531,-103.1457028,1,1.0,1
19.612806,-99.46311111,1,1.0,2
19.211796,-99.37402721,1,1.0,2
19.693528,-99.44222222,1,1.0,2
15.947542,-92.69923611,1,4.0,2
16.321775,-93.60839722,1,4.0,2
22.106944,-104.37,1,2.0,2
17.373889,-95.89972222,1,4.0,2
18.980833,-99.71777778,1,1.0,3
18.702861,-102.7958611,1,1.0,2
28.402478,-109.0965278,1,2.0,1
19.178194,-100.1724444,1,1.0,2
24.428444,-105.5287778,1,4.0,1
25.813056,-107.5195833,1,1.0,1
19.266139,-100.1283333,1,1.0,1
25.055231,-106.3069083,1,2.0,2
17.389394,-95.47368611,13,2.0,2
15.126292,-92.72378889,15,2.0,2
18.43325556,-92.57269722,15,4.0,2
21.889625,-104.0455889,1,2.0,1
22.690236,-104.372025,1,2.0,1
20.786929,-102.5950991,1,1.0,1
16.742656,-97.02603611,1,2.0,2
26.173139,-106.9073333,1,2.0,2
19.985556,-99.91166667,1,1.0,2
22.458483,-99.39068333,1,2.0,1
19.612111,-99.37036111,1,1.0,2
16.284861,-93.03911111,1,4.0,2
18.934136,-103.1169778,1,1.0,2
19.058797,-99.13666111,1,1.0,1
19.493083,-100.1015278,1,1.0,1
18.62544444,-103.0160278,1,2.0,2
17.53617222,-99.55679167,13,1.0,2
19.123972,-98.73358333,1,1.0,1
19.342167,-98.73494444,1,1.0,2
26.283306,-108.08125,1,1.0,1
18.329194,-92.37014167,15,4.0,2
20.559528,-89.32138889,14,7.0,2
19.52225,-99.31074444,1,1.0,1
17.145,-97.915,1,7.0,2
16.912417,-93.47188889,14,2.0,2
20.542611,-87.78636111,14,4.0,2
25.889108,-106.8249528,1,1.0,1
17.938333,-90.30255556,14,2.0,2
19.110333,-99.02583333,7,1.0,1
18.660667,-102.6785556,1,2.0,3
19.15115,-99.27336667,1,1.0,1
15.48305,-92.60841111,1,4.0,2
14.896,-92.57095833,15,7.0,2
19.08225,-99.73583333,1,1.0,2
17.870169,-96.18181111,13,7.0,2
18.670103,-99.77847892,1,1.0,3
19.711194,-98.28177778,1,2.0,2
31.592625,-116.4197778,2,2.0,2
19.280217,-100.2929889,1,1.0,2
20.747556,-103.6348361,1,1.0,1
18.6125,-103.3334056,1,2.0,2
19.142167,-100.0469167,1,1.0,2
21.018614,-87.55361111,14,1.0,2
19.990361,-103.37475,1,2.0,1
16.918414,-93.47239167,14,2.0,2
19.288972,-97.99586111,1,1.0,1
18.124694,-99.23486111,13,2.0,2
20.317184,-98.71470583,4,2.0,2
19.471861,-87.93439444,16,4.0,2
26.827011,-101.237,2,7.0,2
19.320139,-98.74019444,1,1.0,2
20.021111,-99.93971944,1,1.0,1
17.962594,-100.9104778,1,4.0,2
15.881244,-92.90145833,1,4.0,2
19.937639,-103.8410833,1,4.0,2
32.358753,-116.5867833,7,2.0,2
19.011806,-99.3665,1,1.0,1
19.836944,-99.70666667,1,1.0,2
19.272,-100.0676389,1,1.0,2
19.114181,-98.47103056,1,1.0,1
28.034619,-107.6442333,1,2.0,3
16.933,-93.53847222,13,4.0,3
19.140556,-100.0577778,1,1.0,2
28.207864,-108.1991694,1,1.0,1
26.59155278,-106.4468556,1,4.0,3
18.801597,-103.2255083,1,2.0,2
19.47960833,-100.1021083,1,1.0,1
23.412286,-105.8020556,1,2.0,3
16.849353,-93.55722222,13,7.0,1
19.26813889,-99.85430556,1,1.0,1
19.347953,-100.2419,1,1.0,2
19.11975,-101.6864444,1,1.0,1
19.672204,-100.2102144,1,1.0,2
19.154722,-100.0102778,1,1.0,2
16.653361,-93.93713889,1,4.0,2
19.776589,-103.6302111,1,2.0,2
19.006611,-98.72797222,1,1.0,2
18.38232778,-103.0942361,1,4.0,3
16.915267,-93.92298889,1,4.0,2
25.432778,-100.9136111,7,1.0,1
19.321028,-98.69180556,1,1.0,1
16.177958,-92.12665278,1,2.0,2
20.440939,-101.5239444,7,4.0,2
19.082011,-99.056875,1,1.0,1
19.037333,-99.48441667,1,1.0,2
19.522361,-101.6331667,1,1.0,2
20.211213,-98.17143972,1,2.0,2
19.849917,-100.7144444,1,2.0,1
19.323583,-101.328,1,1.0,2
19.478639,-99.39697222,1,1.0,2
19.079694,-99.50352778,1,1.0,2
18.02204444,-101.2310028,1,7.0,2
18.656361,-90.46747222,14,4.0,2
16.634167,-92.24944444,1,1.0,3
19.175333,-98.79019444,1,1.0,2
19.34,-101.89,1,2.0,2
19.627139,-102.4363333,1,1.0,2
16.841111,-98.18860833,1,4.0,1
21.688167,-102.3860528,7,2.0,1
19.298833,-100.0415,1,1.0,2
20.322,-105.2999972,14,1.0,2
17.132097,-100.0473306,13,4.0,2
17.649269,-98.93935,1,7.0,2
19.63575,-102.4100833,1,1.0,2
23.0207,-104.3237028,1,2.0,1
16.186444,-93.13888889,1,2.0,2
16.275981,-91.91322778,1,2.0,2
14.894614,-92.55440556,1,2.0,2
19.428833,-104.0755,1,4.0,2
20.131833,-89.22552778,14,7.0,2
16.951214,-93.80411667,13,7.0,2
21.352222,-104.7897222,1,1.0,2
19.32500278,-98.9966,4,1.0,1
20.027225,-89.16813333,14,2.0,2
20.060694,-103.7061111,1,1.0,1
17.909956,-100.7126222,1,4.0,1
18.728806,-99.49091667,1,1.0,2
16.028972,-93.20733333,1,4.0,2
20.143167,-102.0170583,1,4.0,3
19.350742,-100.1576278,1,1.0,2
19.482575,-104.1818861,1,4.0,3
31.871222,-116.3588556,2,1.0,2
30.15653333,-111.0735694,4,1.0,1
19.809667,-99.72461111,1,1.0,1
19.220361,-98.78552778,1,1.0,2
23.478611,-100.4650833,4,2.0,1
25.838,-106.8754167,1,1.0,1
19.074833,-100.0408611,1,1.0,2
19.584556,-101.6126111,1,4.0,2
16.159372,-93.77474167,13,4.0,2
17.805567,-99.52450556,13,4.0,2
19.078611,-99.38669444,1,1.0,2
19.273228,-99.33191111,1,1.0,1
19.574722,-99.1775,1,1.0,2
20.063019,-89.48190278,14,4.0,2
19.636972,-99.42094444,1,1.0,1
20.092025,-101.3187778,1,4.0,3
22.09438889,-104.06075,1,2.0,1
23.679444,-101.4770278,4,4.0,2
19.253639,-101.2876389,1,4.0,3
26.107625,-107.0068139,1,1.0,3
16.074153,-93.44914167,1,4.0,2
17.57873056,-99.91367778,1,1.0,1
19.320056,-99.70061111,1,1.0,2
19.891611,-101.8206944,1,1.0,2
19.777472,-102.9513333,1,2.0,2
16.815944,-95.84502778,13,4.0,2
19.704353,-99.57834167,1,1.0,2
19.088183,-97.31117222,1,1.0,1
18.877472,-102.9178056,1,2.0,2
22.910172,-104.5299222,1,4.0,1
21.337789,-104.6335889,1,1.0,1
18.929611,-100.0258889,1,2.0,2
19.521667,-98.41833333,1,2.0,2
16.888136,-93.54671389,14,4.0,3
15.984056,-92.96675833,1,4.0,2
19.717111,-101.96425,1,2.0,2
25.049439,-100.2676194,4,4.0,2
18.918889,-99.73361111,1,1.0,2
17.887472,-95.98890278,13,4.0,2
20.833167,-103.6223889,1,2.0,1
19.28871111,-101.0237194,1,2.0,3
19.597528,-102.1625,1,1.0,2
15.942556,-92.71909444,1,7.0,2
16.433053,-97.15571944,1,4.0,2
27.666094,-108.4063222,1,2.0,2
16.01065,-93.42174167,1,4.0,1
16.825808,-96.84669444,1,2.0,2
20.51399722,-103.4372083,13,1.0,1
16.679778,-92.10333333,1,4.0,2
19.337083,-102.1187778,1,1.0,2
19.310286,-89.05830278,13,7.0,1
16.81123611,-95.09478333,1,4.0,3
26.777361,-107.1117639,1,1.0,1
18.60825,-100.3946111,1,1.0,2
16.560222,-93.0135,13,1.0,2
19.327567,-100.2368972,1,1.0,3
27.149692,-108.0540389,1,4.0,2
19.771917,-99.93602778,1,1.0,1
18.114553,-100.8326889,1,4.0,3
19.090333,-99.49130556,1,1.0,2
26.227444,-106.5203611,1,1.0,1
32.013281,-115.9087694,2,2.0,2
15.960225,-96.02016389,14,1.0,2
19.057472,-98.69627778,1,1.0,1
15.496822,-92.72908333,1,7.0,2
19.328556,-103.9276389,13,2.0,2
19.21233889,-101.8095972,1,1.0,1
15.822833,-92.97338333,1,4.0,2
17.91795833,-96.81309444,1,2.0,2
19.913333,-99.89194444,1,1.0,2
26.494644,-106.530525,1,2.0,1
21.458461,-102.83505,1,1.0,2
19.538139,-99.88358333,1,1.0,2
21.941978,-100.5458333,1,4.0,2
18.913583,-100.1215556,1,1.0,1
16.169928,-96.45540833,1,2.0,1
19.586139,-99.41308333,1,1.0,1
19.081333,-98.9505,1,1.0,2
19.351083,-98.68963889,1,1.0,2
19.251061,-89.42438453,14,7.0,2
19.364389,-98.69730556,1,1.0,2
16.681572,-94.42691944,1,7.0,2
15.014192,-92.58302778,15,2.0,2
17.00674167,-96.55117222,13,1.0,2
19.322806,-98.72702778,1,1.0,2
19.581194,-99.38458333,1,1.0,2
19.74475,-101.2702222,1,1.0,2
16.504019,-94.100675,1,7.0,2
19.201973,-99.85947452,1,1.0,2
17.274706,-91.06368611,13,2.0,3
24.188664,-110.5726139,4,1.0,2
16.391678,-97.26779444,1,2.0,2
27.874103,-107.6475528,1,4.0,3
25.953594,-106.9884306,1,1.0,2
19.321528,-98.60816667,1,1.0,1
18.736333,-100.0527778,1,1.0,2
19.63497222,-101.704775,1,1.0,1
18.939472,-100.0119472,1,1.0,2
25.150506,-100.4568816,4,4.0,2
20.4745,-90.3741,15,7.0,2
20.88547778,-99.00055,1,4.0,2
26.547161,-107.6542278,1,2.0,2
26.753267,-107.2880778,1,4.0,2
24.816647,-99.89900833,1,7.0,2
16.425417,-93.86972222,1,2.0,2
26.130022,-106.4827583,1,1.0,1
19.049831,-101.0989083,1,1.0,2
18.786583,-103.08255,1,2.0,3
18.016836,-96.37629444,13,4.0,2
19.4803,-100.1538306,1,1.0,2
18.68424722,-103.0601417,1,4.0,2
27.650328,-107.6505639,1,1.0,1
19.865083,-99.96761111,1,1.0,1
16.978,-96.832,1,2.0,1
16.152969,-91.87488056,1,2.0,2
21.276639,-99.15825,1,2.0,2
20.076583,-89.32861111,14,2.0,2
16.698333,-92.64527778,1,2.0,2
21.70776389,-101.7546861,1,7.0,1
19.119347,-99.72077778,1,1.0,1
17.26635,-91.07385,13,2.0,3
18.446833,-100.3475,1,4.0,2
19.106111,-99.98327778,1,1.0,2
28.817219,-106.2182694,7,1.0,2
19.3605,-98.68177778,1,1.0,2
16.898056,-95.93361111,1,2.0,2
19.512111,-99.32658333,1,1.0,2
19.80011111,-100.4848333,1,1.0,2
19.678139,-99.5705,1,1.0,2
19.177139,-97.59738889,1,2.0,1
27.625322,-107.7948611,1,2.0,2
20.074406,-103.8554528,1,1.0,1
19.190511,-99.79572222,1,1.0,2
18.999156,-99.73507778,1,1.0,2
31.898089,-116.4184667,2,1.0,2
26.4814,-107.3000806,1,2.0,2
19.671472,-99.38222222,1,1.0,2
15.48180278,-92.563025,1,4.0,2
19.595833,-100.1964167,1,1.0,1
19.333817,-99.335825,1,1.0,1
18.14368889,-101.0342194,1,7.0,2
16.891944,-93.60311111,14,2.0,2
23.922011,-105.1361833,1,1.0,1
27.786575,-107.6307917,1,2.0,2
17.412889,-97.83105,1,2.0,2
19.068389,-98.97086111,1,1.0,2
18.92401944,-100.1003833,1,4.0,2
18.849444,-99.85875,1,1.0,2
21.027094,-100.294202,4,2.0,2
19.363444,-98.69788889,1,1.0,2
19.354861,-98.05083333,1,1.0,1
23.447611,-100.3263333,4,2.0,2
15.969117,-92.68315278,1,4.0,2
19.965556,-99.96138889,1,1.0,2
18.09051389,-100.8315111,1,7.0,2
26.47719167,-106.5180778,1,7.0,2
15.465556,-92.57527778,1,4.0,2
17.21783056,-100.4202083,13,1.0,2
19.66055556,-100.9588889,1,1.0,2
16.455806,-93.98288889,1,4.0,2
21.3439,-101.3538442,1,2.0,2
21.593889,-100.9475,1,2.0,2
14.997486,-92.67339167,15,4.0,2
19.812111,-102.4336667,1,4.0,2
19.446917,-102.1118333,1,2.0,2
17.122306,-99.8735,1,4.0,2
19.365444,-102.2824722,1,1.0,2
16.384389,-93.72694444,1,2.0,2
27.29825,-112.9029167,6,2.0,3
16.358528,-93.83252778,1,2.0,2
16.356733,-91.45493333,14,2.0,3
19.377278,-100.1805,1,2.0,3
17.816831,-100.9732389,1,4.0,2
19.069611,-99.32325,1,1.0,1
21.286111,-101.3991667,1,4.0,2
19.072972,-99.49947222,1,1.0,2
15.472006,-92.62688889,1,7.0,2
19.319389,-102.4295278,1,1.0,2
19.201389,-97.95744444,1,1.0,1
18.73021111,-100.1416389,1,2.0,3
19.652611,-100.1929167,1,1.0,1
21.154806,-103.52025,1,2.0,1
19.95555556,-101.6825083,1,1.0,2
19.587694,-99.14675,1,1.0,2
19.062136,-99.26476389,1,1.0,1
23.760358,-105.6766194,1,1.0,1
17.791136,-98.53266944,1,4.0,2
17.003558,-97.07671667,1,4.0,2
19.2455,-103.2983333,1,1.0,1
19.741861,-101.5713611,1,1.0,2
16.815528,-93.12268333,13,2.0,2
26.033758,-106.911,1,1.0,2
18.323461,-92.49544444,15,1.0,2
19.246097,-100.1100861,1,1.0,3
19.988333,-99.94083333,1,1.0,2
19.167108,-97.99222222,1,1.0,1
19.710667,-102.4621944,1,2.0,2
19.211983,-103.9712444,14,7.0,2
16.12767778,-91.74338333,1,4.0,2
16.727361,-93.98891667,1,2.0,1
25.139408,-101.0853194,4,4.0,2
17.439722,-97.5825,1,1.0,1
19.137528,-99.10591667,1,1.0,1
19.086672,-99.13441944,1,2.0,1
19.169567,-99.06018333,1,1.0,1
19.774503,-103.7331222,1,1.0,1
18.248556,-90.85686111,14,4.0,2
18.829556,-90.12941667,14,7.0,2
16.443417,-93.84772222,1,2.0,1
17.122575,-98.26857778,1,4.0,2
19.165944,-100.0143889,1,1.0,2
19.62725,-99.42247222,1,1.0,2
20.159028,-89.73355556,13,1.0,1
19.28575,-100.0384722,1,1.0,2
21.061261,-89.48111667,13,2.0,2
19.100117,-99.61781389,1,1.0,2
15.125472,-92.70675,15,2.0,2
17.74570556,-100.7087028,1,7.0,2
17.016944,-98.00083333,1,4.0,2
19.542722,-99.88458333,1,1.0,2
20.619219,-103.461925,1,1.0,1
19.55843889,-101.8454444,1,4.0,2
26.146611,-106.8521833,1,1.0,1
19.169597,-98.98461556,1,1.0,1
19.7625,-89.03211111,14,7.0,2
15.80351389,-96.33198056,14,2.0,2
19.583889,-99.06916667,1,1.0,2
18.925619,-103.1565944,1,4.0,2
18.997702,-98.7728298,1,1.0,1
